6.21		23.46586
6.23		23.47034
6.25		23.47474
6.27		23.47906
6.29		23.48332
6.31		23.48751
6.33		23.49163
6.35		23.49568
6.37		23.49967
6.39		23.50359
6.41		23.50745
6.43		23.51124
6.45		23.51497
6.47		23.51864
6.49		23.52225
6.51		23.5258
6.53		23.5293
6.55		23.53273
6.57		23.53611
6.59		23.53944
6.61		23.54271
6.63		23.54592
6.65		23.54908
6.67		23.55219
6.69		23.55525
6.71		23.55826
6.73		23.56122
6.75		23.56414
6.77		23.567
6.79		23.56982
6.81		23.57259
6.83		23.57532
6.85		23.578
6.87		23.58063
6.89		23.58323
6.91		23.58578
6.93		23.58829
6.95		23.59076
6.97		23.59318
6.99		23.59557
7.01		23.59792
7.03		23.60023
7.05		23.6025
7.07		23.60473
7.09		23.60693
7.11		23.60909
7.13		23.61122
7.15		23.61331
7.17		23.61537
7.19		23.61739
7.21		23.61938
7.23		23.62134
7.25		23.62326
7.27		23.62515
7.29		23.62701
7.31		23.62885
7.33		23.63065
7.35		23.63242
7.37		23.63416
7.39		23.63587
7.41		23.63756
7.43		23.63922
7.45		23.64085
7.47		23.64245
7.49		23.64403
7.51		23.64558
7.53		23.6471
7.55		23.64861
7.57		23.65008
7.59		23.65153
7.61		23.65296
7.63		23.65436
7.65		23.65574
7.67		23.6571
7.69		23.65844
7.71		23.65975
7.73		23.66105
7.75		23.66232
7.77		23.66356
7.79		23.66479
7.81		23.666
7.83		23.66719
7.85		23.66836
7.87		23.66951
7.89		23.67064
7.91		23.67175
7.93		23.67285
7.95		23.67393
7.97		23.67498
7.99		23.67603
8.01		23.67705
8.03		23.67806
8.05		23.67905
8.07		23.68002
8.09		23.68098
8.11		23.68192
8.13		23.68285
8.15		23.68376
8.17		23.68466
8.19		23.68554
8.21		23.68641
8.23		23.68726
8.25		23.6881
8.28		23.68892
8.30		23.68973
8.32		23.69053
8.34		23.69131
8.36		23.69209
8.38		23.69285
8.40		23.69359
8.42		23.69433
8.44		23.69505
8.46		23.69576
8.48		23.69646
8.50		23.69714
8.52		23.69782
8.54		23.69848
8.56		23.69914
8.58		23.69978
8.60		23.70041
8.62		23.70103
8.64		23.70164
8.66		23.70225
8.68		23.70284
8.70		23.70342
8.72		23.70399
8.74		23.70455
8.76		23.70511
8.78		23.70565
8.80		23.70619
8.82		23.70671
8.84		23.70723
8.86		23.70774
8.88		23.70824
8.90		23.70873
8.92		23.70922
8.94		23.70969
8.96		23.71016
8.98		23.71062
9.00		23.71108
9.02		23.71152
9.04		23.71196
9.06		23.71239
9.08		23.71282
9.10		23.71324
9.12		23.71365
9.14		23.71405
9.16		23.71445
9.18		23.71484
9.20		23.71522
9.22		23.7156
9.24		23.71597
9.26		23.71633
9.28		23.71669
9.30		23.71704
9.32		23.71739
9.34		23.71773
