3.579997,		-14.13915
3.599997,		-14.26574
3.619997,		-14.39108
3.639997,		-14.51517
3.659997,		-14.63801
3.679997,		-14.75961
3.699997,		-14.87996
3.719997,		-14.99906
3.739997,		-15.11693
3.759997,		-15.23356
3.779997,		-15.34896
3.799997,		-15.46314
3.819997,		-15.57608
3.839997,		-15.68781
3.859997,		-15.79832
3.879997,		-15.90761
3.899997,		-16.01571
3.919997,		-16.12259
3.939997,		-16.22829
3.959997,		-16.33279
3.979997,		-16.43611
3.999997,		-16.53825
4.019997,		-16.63922
4.039997,		-16.73902
4.059997,		-16.83766
4.079997,		-16.93515
4.099997,		-17.03149
4.119997,		-17.12669
4.139997,		-17.22076
4.159997,		-17.3137
4.179997,		-17.40553
4.199997,		-17.49625
4.219997,		-17.58586
4.239997,		-17.67438
4.259997,		-17.76182
4.279997,		-17.84817
4.299997,		-17.93345
4.319997,		-18.01767
4.339997,		-18.10084
4.359997,		-18.18296
4.379997,		-18.26404
4.399997,		-18.3441
4.419997,		-18.42313
4.439997,		-18.50116
4.459997,		-18.57817
4.479997,		-18.6542
4.499997,		-18.72924
4.519997,		-18.8033
4.539997,		-18.8764
4.559997,		-18.94853
4.579997,		-19.01972
4.599997,		-19.08996
4.619997,		-19.15928
4.639997,		-19.22766
4.659997,		-19.29514
4.679996,		-19.36171
4.699996,		-19.42738
4.719996,		-19.49217
4.739996,		-19.55608
4.759996,		-19.61912
4.779996,		-19.6813
4.799996,		-19.74263
4.819996,		-19.80312
4.839996,		-19.86277
4.859996,		-19.9216
4.879996,		-19.97962
4.899996,		-20.03683
4.919996,		-20.09324
4.939996,		-20.14887
4.959996,		-20.20371
4.979996,		-20.25779
4.999996,		-20.3111
5.019996,		-20.36366
5.039996,		-20.41548
5.059996,		-20.46656
5.079996,		-20.51691
5.099996,		-20.56654
5.119996,		-20.61547
5.139996,		-20.66369
5.159996,		-20.71122
5.179996,		-20.75806
5.199996,		-20.80423
5.219996,		-20.84973
5.239996,		-20.89457
5.259996,		-20.93876
5.279996,		-20.98231
5.299996,		-21.02522
5.319996,		-21.0675
5.339996,		-21.10916
5.359996,		-21.15021
5.379996,		-21.19066
5.399996,		-21.23051
5.419996,		-21.26977
5.439996,		-21.30845
5.459996,		-21.34656
5.479996,		-21.3841
5.499996,		-21.42108
5.519996,		-21.45751
5.539996,		-21.4934
5.559996,		-21.52875
5.579996,		-21.56357
5.599996,		-21.59787
5.619996,		-21.63165
5.639996,		-21.66493
5.659996,		-21.6977
5.679996,		-21.72998
5.699996,		-21.76177
5.719995,		-21.79308
5.739995,		-21.82391
5.759995,		-21.85428
5.779995,		-21.88418
5.799995,		-21.91363
5.819995,		-21.94263
5.839995,		-21.97119
5.859995,		-21.99931
5.879995,		-22.027
5.899995,		-22.05426
5.919995,		-22.08111
5.939995,		-22.10754
5.959995,		-22.13357
5.979995,		-22.1592
5.999995,		-22.18443
6.019995,		-22.20927
6.039995,		-22.23373
6.059995,		-22.2578
6.079995,		-22.28151
6.099995,		-22.30485
6.119995,		-22.32783
6.139995,		-22.35044
6.159995,		-22.37271
6.179995,		-22.39463
6.199995,		-22.41621
6.219995,		-22.43745
6.239995,		-22.45836
6.259995,		-22.47895
6.279995,		-22.49921
6.299995,		-22.51916
6.319995,		-22.53879
6.339995,		-22.55811
6.359995,		-22.57713
6.379995,		-22.59585
6.399995,		-22.61428
6.419995,		-22.63242
6.439995,		-22.65027
6.459995,		-22.66784
6.479995,		-22.68513
6.499995,		-22.70215
6.519995,		-22.7189
6.539995,		-22.73538
6.559995,		-22.75161
6.579995,		-22.76758
6.599995,		-22.78329
6.619995,		-22.79876
6.639995,		-22.81398
6.659995,		-22.82895
6.679995,		-22.84369
6.699995,		-22.8582
6.719995,		-22.87247
6.739995,		-22.88652
6.759995,		-22.90035
6.779994,		-22.91395
6.799994,		-22.92734
6.819994,		-22.94051
6.839994,		-22.95347
6.859994,		-22.96622
6.879994,		-22.97878
6.899994,		-22.99113
6.919994,		-23.00328
6.939994,		-23.01524
6.959994,		-23.027
6.979994,		-23.03858
6.999994,		-23.04997
7.019994,		-23.06118
7.039994,		-23.07221
7.059994,		-23.08307
7.079994,		-23.09374
7.099994,		-23.10425
7.119994,		-23.11459
7.139994,		-23.12476
7.159994,		-23.13477
7.179994,		-23.14461
7.199994,		-23.1543
7.219994,		-23.16383
7.239994,		-23.17321
7.259994,		-23.18243
7.279994,		-23.19151
7.299994,		-23.20044
7.319994,		-23.20923
7.339994,		-23.21787
7.359994,		-23.22638
7.379994,		-23.23474
7.399994,		-23.24298
7.419994,		-23.25107
7.439994,		-23.25904
7.459994,		-23.26688
7.479994,		-23.27459
7.499994,		-23.28218
7.519994,		-23.28964
7.539994,		-23.29698
7.559994,		-23.30421
7.579994,		-23.31131
7.599994,		-23.3183
7.619994,		-23.32518
7.639994,		-23.33195
7.659994,		-23.3386
7.679994,		-23.34515
7.699994,		-23.35159
7.719994,		-23.35793
7.739994,		-23.36416
7.759994,		-23.37029
7.779994,		-23.37633
7.799994,		-23.38226
7.819993,		-23.3881
7.839993,		-23.39384
7.859993,		-23.39949
7.879993,		-23.40505
7.899993,		-23.41051
7.919993,		-23.41589
7.939993,		-23.42118
7.959993,		-23.42638
7.979993,		-23.4315
7.999993,		-23.43653
8.019994,		-23.44149
8.039994,		-23.44636
8.059995,		-23.45115
8.079995,		-23.45586
8.099996,		-23.4605
8.119996,		-23.46506
8.139997,		-23.46955
8.159997,		-23.47396
8.179997,		-23.4783
8.199998,		-23.48257
8.219998,		-23.48677
8.239999,		-23.4909
8.259999,		-23.49497
8.28,		-23.49897
8.3,		-23.5029
8.320001,		-23.50677
8.340001,		-23.51057
8.360002,		-23.51431
8.380002,		-23.518
8.400002,		-23.52162
8.420003,		-23.52518
8.440003,		-23.52868
8.460004,		-23.53213
8.480004,		-23.53552
8.500005,		-23.53885
8.520005,		-23.54213
8.540006,		-23.54535
8.560006,		-23.54853
8.580007,		-23.55165
8.600007,		-23.55472
8.620008,		-23.55774
8.640008,		-23.56071
8.660008,		-23.56363
8.680009,		-23.5665
8.700009,		-23.56932
8.72001,		-23.5721
8.74001,		-23.57483
8.760011,		-23.57752
8.780011,		-23.58017
8.800012,		-23.58277
8.820012,		-23.58533
8.840013,		-23.58784
8.860013,		-23.59032
8.880013,		-23.59275
8.900014,		-23.59515
8.920014,		-23.5975
8.940015,		-23.59982
8.960015,		-23.6021
8.980016,		-23.60434
9.000016,		-23.60654
9.020017,		-23.60871
9.040017,		-23.61085
9.060018,		-23.61294
9.080018,		-23.61501
9.100019,		-23.61703
9.120019,		-23.61903
9.140019,		-23.62099
9.16002,		-23.62292
9.18002,		-23.62482
9.200021,		-23.62669
9.220021,		-23.62852
9.240022,		-23.63033
9.260022,		-23.63211
9.280023,		-23.63385
9.300023,		-23.63557
9.320024,		-23.63726
9.340024,		-23.63893
9.360024,		-23.64056
9.380025,		-23.64217
9.400025,		-23.64375
9.420026,		-23.64531
9.440026,		-23.64684
9.460027,		-23.64834
9.480027,		-23.64982
9.500028,		-23.65128
9.520028,		-23.65271
9.540029,		-23.65412
9.560029,		-23.6555
9.580029,		-23.65686
9.60003,		-23.6582
9.62003,		-23.65952
9.640031,		-23.66082
9.660031,		-23.66209
9.680032,		-23.66334
9.700032,		-23.66458
9.720033,		-23.66579
9.740033,		-23.66698
9.760034,		-23.66815
9.780034,		-23.66931
9.800035,		-23.67044
9.820035,		-23.67156
9.840035,		-23.67266
9.860036,		-23.67373
9.880036,		-23.6748
9.900037,		-23.67584
9.920037,		-23.67687
9.940038,		-23.67788
9.960038,		-23.67887
9.980039,		-23.67985
10.00004,		-23.68081
10.02004,		-23.68176
10.04004,		-23.68269
10.06004,		-23.6836
10.08004,		-23.6845
10.10004,		-23.68538
10.12004,		-23.68625
10.14004,		-23.68711
10.16004,		-23.68795
10.18004,		-23.68878
10.20004,		-23.68959
10.22004,		-23.69039
10.24004,		-23.69118
10.26005,		-23.69195
10.28005,		-23.69271
10.30005,		-23.69346
10.32005,		-23.6942
10.34005,		-23.69493
10.36005,		-23.69564
10.38005,		-23.69634
10.40005,		-23.69703
10.42005,		-23.6977
10.44005,		-23.69837
10.46005,		-23.69902
10.48005,		-23.69967
10.50005,		-23.7003
10.52005,		-23.70093
10.54005,		-23.70154
10.56005,		-23.70214
10.58005,		-23.70274
10.60005,		-23.70332
10.62005,		-23.70389
10.64005,		-23.70446
10.66005,		-23.70501
10.68005,		-23.70556
10.70006,		-23.70609
10.72006,		-23.70662
10.74006,		-23.70714
10.76006,		-23.70765
10.78006,		-23.70815
10.80006,		-23.70865
10.82006,		-23.70914
10.84006,		-23.70961
10.86006,		-23.71008
10.88006,		-23.71054
10.90006,		-23.711
10.92006,		-23.71144
10.94006,		-23.71188
10.96006,		-23.71232
10.98006,		-23.71274
11.00006,		-23.71316
11.02006,		-23.71357
11.04006,		-23.71398
11.06006,		-23.71437
11.08006,		-23.71477
11.10006,		-23.71515
11.12006,		-23.71553
11.14007,		-23.7159
11.16007,		-23.71627
11.18007,		-23.71663
11.20007,		-23.71698
11.22007,		-23.71733
11.24007,		-23.71767
11.26007,		-23.71801
11.28007,		-23.71834
11.30007,		-23.71867
11.32007,		-23.71899
11.34007,		-23.71931
11.36007,		-23.71961
11.38007,		-23.71992
11.40007,		-23.72022
11.42007,		-23.72051
11.44007,		-23.7208
11.46007,		-23.72109
11.48007,		-23.72137
11.50007,		-23.72165
11.52007,		-23.72192
11.54007,		-23.72218
11.56007,		-23.72245
11.58008,		-23.7227
11.60008,		-23.72296
11.62008,		-23.72321
11.64008,		-23.72345
11.66008,		-23.72369
11.68008,		-23.72393
11.70008,		-23.72416
11.72008,		-23.72439
11.74008,		-23.72462
11.76008,		-23.72484
11.78008,		-23.72506
11.80008,		-23.72527
11.82008,		-23.72548
11.84008,		-23.72569
11.86008,		-23.72589
11.88008,		-23.7261
11.90008,		-23.72629
11.92008,		-23.72649
11.94008,		-23.72668
11.96008,		-23.72687
11.98008,		-23.72705
12.00008,		-23.72723
12.02009,		-23.72741
12.04009,		-23.72759
12.06009,		-23.72776
12.08009,		-23.72793
12.10009,		-23.7281
12.12009,		-23.72826
12.14009,		-23.72843
12.16009,		-23.72858
12.18009,		-23.72874
12.20009,		-23.7289
12.22009,		-23.72905
12.24009,		-23.72919
12.26009,		-23.72934
12.28009,		-23.72948
12.30009,		-23.72963
12.32009,		-23.72976
12.34009,		-23.7299
12.36009,		-23.73004
12.38009,		-23.73017
12.40009,		-23.7303
12.42009,		-23.73043
12.44009,		-23.73055
12.4601,		-23.73068
12.4801,		-23.7308
12.5001,		-23.73092
12.5201,		-23.73104
12.5401,		-23.73115
12.5601,		-23.73127
12.5801,		-23.73138
12.6001,		-23.73149
12.6201,		-23.7316
12.6401,		-23.73171
12.6601,		-23.73181
12.6801,		-23.73191
12.7001,		-23.73202
12.7201,		-23.73211
12.7401,		-23.73221
12.7601,		-23.73231
12.7801,		-23.7324
12.8001,		-23.7325
12.8201,		-23.73259
12.8401,		-23.73268
12.8601,		-23.73277
12.88011,		-23.73286
12.90011,		-23.73294
12.92011,		-23.73303
12.94011,		-23.73311
12.96011,		-23.73319
12.98011,		-23.73327
13.00011,		-23.73335
13.02011,		-23.73343
13.04011,		-23.73351
13.06011,		-23.73358
13.08011,		-23.73365
13.10011,		-23.73373
13.12011,		-23.7338
13.14011,		-23.73387
13.16011,		-23.73394
13.18011,		-23.73401
13.20011,		-23.73407
13.22011,		-23.73414
13.24011,		-23.7342
13.26011,		-23.73427
13.28011,		-23.73433
13.30011,		-23.73439
13.32012,		-23.73445
13.34012,		-23.73451
13.36012,		-23.73457
13.38012,		-23.73463
13.40012,		-23.73468
13.42012,		-23.73474
13.44012,		-23.73479
13.46012,		-23.73485
13.48012,		-23.7349
13.50012,		-23.73495
13.52012,		-23.735
13.54012,		-23.73505
13.56012,		-23.7351
13.58012,		-23.73515
13.60012,		-23.7352
13.62012,		-23.73525
13.64012,		-23.73529
13.66012,		-23.73534
13.68012,		-23.73539
13.70012,		-23.73543
13.72012,		-23.73547
13.74012,		-23.73552
13.76013,		-23.73556
13.78013,		-23.7356
13.80013,		-23.73564
13.82013,		-23.73568
13.84013,		-23.73572
13.86013,		-23.73576
13.88013,		-23.7358
13.90013,		-23.73583
13.92013,		-23.73587
13.94013,		-23.73591
13.96013,		-23.73594
13.98013,		-23.73598
14.00013,		-23.73601
14.02013,		-23.73605
14.04013,		-23.73608
14.06013,		-23.73611
14.08013,		-23.73614
14.10013,		-23.73618
14.12013,		-23.73621
14.14013,		-23.73624
14.16013,		-23.73627
14.18013,		-23.7363
14.20014,		-23.73632
14.22014,		-23.73635
14.24014,		-23.73638
14.26014,		-23.73641
14.28014,		-23.73643
14.30014,		-23.73646
14.32014,		-23.73649
14.34014,		-23.73652
14.36014,		-23.73654
14.38014,		-23.73656
14.40014,		-23.73659
14.42014,		-23.73661
14.44014,		-23.73664
14.46014,		-23.73666
14.48014,		-23.73668
14.50014,		-23.73671
14.52014,		-23.73673
14.54014,		-23.73675
14.56014,		-23.73677
14.58014,		-23.73679
14.60014,		-23.73681
14.62014,		-23.73683
14.64015,		-23.73685
14.66015,		-23.73687
14.68015,		-23.73689
14.70015,		-23.73691
14.72015,		-23.73693
14.74015,		-23.73695
14.76015,		-23.73697
14.78015,		-23.73699
14.80015,		-23.737
14.82015,		-23.73702
14.84015,		-23.73704
14.86015,		-23.73705
14.88015,		-23.73707
14.90015,		-23.73709
14.92015,		-23.7371
14.94015,		-23.73712
14.96015,		-23.73713
14.98015,		-23.73715
15.00015,		-23.73717
